from	to	combined_score	label
Gene_6768	Gene_1459	0	False
Gene_6768	Gene_392255	0	False
Gene_6768	Gene_57192	0	False
Gene_1293	Gene_7205	0	False
Gene_1293	Gene_388	0	False
Gene_1293	Gene_4222	0	False
Gene_1293	Gene_219771	0	False
Gene_1293	Gene_9641	0	False
Gene_1293	Gene_154796	0	False
Gene_1293	Gene_6288	0	False
Gene_1293	Gene_8502	0	False
Gene_1293	Gene_92345	0	False
Gene_1293	Gene_7812	0	False
Gene_1293	Gene_3416	0	False
Gene_1293	Gene_8915	0	False
Gene_1293	Gene_3958	0	False
Gene_1293	Gene_1758	0	False
Gene_1293	Gene_10512	0	False
Gene_1293	Gene_10810	0	False
Gene_5310	Gene_6256	0	False
Gene_5310	Gene_2048	0	False
Gene_5310	Gene_3204	0	False
Gene_5310	Gene_6720	0	False
Gene_5310	Gene_328	0	False
Gene_5310	Gene_23586	0	False
Gene_5310	Gene_79954	0	False
Gene_5310	Gene_23049	0	False
Gene_5310	Gene_57379	0	False
Gene_5310	Gene_83547	0	False
Gene_5310	Gene_899	0	False
Gene_5310	Gene_5476	0	False
Gene_5310	Gene_27035	0	False
Gene_5310	Gene_3273	0	False
Gene_5310	Gene_23081	0	False
Gene_5310	Gene_1948	0	False
Gene_9076	Gene_11187	0	False
Gene_9076	Gene_84675	0	False
Gene_9076	Gene_146223	0	False
Gene_9076	Gene_59341	0	False
Gene_9076	Gene_4060	0	False
Gene_9076	Gene_2267	0	False
Gene_9076	Gene_3840	0	False
Gene_9076	Gene_6383	0	False
Gene_9076	Gene_7425	0	False
Gene_9076	Gene_117145	0	False
Gene_9076	Gene_4001	0	False
Gene_9076	Gene_10011	0	False
Gene_9076	Gene_9319	0	False
Gene_9076	Gene_11151	0	False
Gene_9076	Gene_7184	0	False
Gene_9076	Gene_7157	0	False
Gene_5473	Gene_9129	0	False
Gene_5473	Gene_23022	0	False
Gene_5473	Gene_10563	0	False
Gene_5473	Gene_4838	0	False
Gene_5473	Gene_1431	0	False
Gene_5473	Gene_5935	0	False
Gene_5473	Gene_4210	0	False
Gene_5473	Gene_7045	0	False
Gene_5473	Gene_116448	0	False
Gene_5473	Gene_5692	0	False
Gene_5473	Gene_92737	0	False
Gene_5473	Gene_3872	0	False
Gene_5473	Gene_2302	0	False
Gene_5473	Gene_84002	0	False
Gene_5473	Gene_7124	0	False
Gene_5473	Gene_259266	0	False
Gene_29101	Gene_3598	0	False
Gene_29101	Gene_84525	0	False
Gene_29101	Gene_10664	0	False
Gene_29101	Gene_7046	0	False
Gene_29101	Gene_55233	0	False
Gene_29101	Gene_10402	0	False
Gene_29101	Gene_11093	0	False
Gene_29101	Gene_1440	0	False
Gene_29101	Gene_6469	0	False
Gene_29101	Gene_472	0	False
Gene_29101	Gene_633	0	False
Gene_29101	Gene_23438	0	False
Gene_29101	Gene_9682	0	False
Gene_29101	Gene_57642	0	False
Gene_29101	Gene_8076	0	False
Gene_29101	Gene_1030	0	False
Gene_3001	Gene_55937	0	False
Gene_3001	Gene_3163	0	False
Gene_3001	Gene_5696	0	False
Gene_3001	Gene_374383	0	False
Gene_3001	Gene_64866	0	False
Gene_3001	Gene_2168	0	False
Gene_3001	Gene_9732	0	False
Gene_3001	Gene_3561	0	False
Gene_3001	Gene_5830	0	False
Gene_3001	Gene_2693	0	False
Gene_3001	Gene_2597	0	False
Gene_3001	Gene_22937	0	False
Gene_3001	Gene_6750	0	False
Gene_3001	Gene_79400	0	False
Gene_3001	Gene_7402	0	False
Gene_3001	Gene_4440	0	False
Gene_6777	Gene_59339	0	False
Gene_6777	Gene_5928	0	False
Gene_6777	Gene_140738	0	False
Gene_6777	Gene_4308	0	False
Gene_6777	Gene_1026	0	False
Gene_6777	Gene_5073	0	False
Gene_6777	Gene_5464	0	False
Gene_6777	Gene_2150	0	False
Gene_6777	Gene_177	0	False
Gene_6777	Gene_6720	0	False
Gene_6777	Gene_1759	0	False
Gene_6777	Gene_80790	0	False
Gene_6777	Gene_654	0	False
Gene_6777	Gene_54487	0	False
Gene_6777	Gene_7184	0	False
Gene_6777	Gene_1969	0	False
Gene_8669	Gene_3600	0	False
Gene_8669	Gene_1758	0	False
Gene_8669	Gene_57817	0	False
Gene_8669	Gene_26060	0	False
Gene_8669	Gene_11186	0	False
Gene_8669	Gene_5252	0	False
Gene_8669	Gene_10643	0	False
Gene_8669	Gene_55503	0	False
Gene_8669	Gene_9031	0	False
Gene_8669	Gene_6929	0	False
Gene_8669	Gene_8835	0	False
Gene_8669	Gene_655	0	False
Gene_8669	Gene_3991	0	False
Gene_8669	Gene_7442	0	False
Gene_8669	Gene_23513	0	False
Gene_8669	Gene_6426	0	False
Gene_55781	Gene_10602	0	False
Gene_55781	Gene_5062	0	False
Gene_55781	Gene_7051	0	False
Gene_55781	Gene_59352	0	False
Gene_55781	Gene_57703	0	False
Gene_55781	Gene_51182	0	False
Gene_55781	Gene_22914	0	False
Gene_55781	Gene_10160	0	False
Gene_55781	Gene_54437	0	False
Gene_55781	Gene_1745	0	False
Gene_55781	Gene_1491	0	False
Gene_55781	Gene_2535	0	False
Gene_55781	Gene_4763	0	False
Gene_55781	Gene_22801	0	False
Gene_55781	Gene_727897	0	False
Gene_55781	Gene_5888	0	False
Gene_7203	Gene_10392	0	False
Gene_7203	Gene_10207	0	False
Gene_7203	Gene_8322	0	False
Gene_7203	Gene_467	0	False
Gene_7203	Gene_27330	0	False
Gene_7203	Gene_146225	0	False
Gene_7203	Gene_6546	0	False
Gene_7203	Gene_2778	0	False
Gene_7203	Gene_6498	0	False
Gene_7203	Gene_140803	0	False
Gene_7203	Gene_1269	0	False
Gene_7203	Gene_84515	0	False
Gene_7203	Gene_6304	0	False
Gene_7203	Gene_10193	0	False
Gene_7203	Gene_80725	0	False
Gene_7203	Gene_1080	0	False
Gene_3693	Gene_249	0	False
Gene_3693	Gene_4175	0	False
Gene_3693	Gene_3569	0	False
Gene_3693	Gene_340273	0	False
Gene_3693	Gene_27040	0	False
Gene_3693	Gene_10313	0	False
Gene_3693	Gene_7490	0	False
Gene_3693	Gene_4771	0	False
Gene_3693	Gene_10109	0	False
Gene_3693	Gene_4580	0	False
Gene_3693	Gene_200734	0	False
Gene_3693	Gene_2740	0	False
Gene_3693	Gene_9518	0	False
Gene_3693	Gene_26471	0	False
Gene_3693	Gene_10804	0	False
Gene_3693	Gene_5579	0	False
Gene_3060	Gene_1490	0	False
Gene_3060	Gene_135228	0	False
Gene_3060	Gene_1644	0	False
Gene_3060	Gene_8106	0	False
Gene_3060	Gene_23235	0	False
Gene_3060	Gene_80237	0	False
Gene_3060	Gene_7913	0	False
Gene_3060	Gene_672	0	False
Gene_3060	Gene_2591	0	False
Gene_3060	Gene_10419	0	False
Gene_3060	Gene_23310	0	False
Gene_3060	Gene_6663	0	False
Gene_3060	Gene_1825	0	False
Gene_3060	Gene_8737	0	False
Gene_3060	Gene_29775	0	False
Gene_3060	Gene_688	0	False
Gene_5584	Gene_10085	0	False
Gene_5584	Gene_57144	0	False
Gene_5584	Gene_5228	0	False
Gene_5584	Gene_57569	0	False
Gene_5584	Gene_1356	0	False
Gene_5584	Gene_23209	0	False
Gene_5584	Gene_1655	0	False
Gene_5584	Gene_81607	0	False
Gene_5584	Gene_3736	0	False
Gene_5584	Gene_57178	0	False
Gene_5584	Gene_11260	0	False
Gene_5584	Gene_390	0	False
Gene_5584	Gene_1361	0	False
Gene_5584	Gene_57863	0	False
Gene_5584	Gene_3203	0	False
Gene_5584	Gene_8916	0	False
Gene_2151	Gene_27250	0	False
Gene_2151	Gene_7203	0	False
Gene_2151	Gene_3958	0	False
Gene_2151	Gene_8110	0	False
Gene_2151	Gene_10713	0	False
Gene_2151	Gene_2781	0	False
Gene_2151	Gene_7448	0	False
Gene_2151	Gene_5213	0	False
Gene_2151	Gene_4326	0	False
Gene_2151	Gene_9532	0	False
Gene_2151	Gene_2101	0	False
Gene_2151	Gene_943	0	False
Gene_2151	Gene_5829	0	False
Gene_2151	Gene_5901	0	False
Gene_2151	Gene_79054	0	False
Gene_2151	Gene_3562	0	False
Gene_5651	Gene_10220	0	False
Gene_5651	Gene_2582	0	False
Gene_5651	Gene_10215	0	False
Gene_5651	Gene_2255	0	False
Gene_5651	Gene_5338	0	False
Gene_5651	Gene_8452	0	False
Gene_5651	Gene_3960	0	False
Gene_5651	Gene_5797	0	False
Gene_5651	Gene_9325	0	False
Gene_5651	Gene_56288	0	False
Gene_5651	Gene_23408	0	False
Gene_5651	Gene_9759	0	False
Gene_5651	Gene_5255	0	False
Gene_5651	Gene_887	0	False
Gene_5651	Gene_5515	0	False
Gene_5651	Gene_841	0	False
Gene_64798	Gene_79727	0	False
Gene_64798	Gene_2036	0	False
Gene_64798	Gene_3645	0	False
Gene_64798	Gene_23413	0	False
Gene_64798	Gene_4747	0	False
Gene_64798	Gene_4151	0	False
Gene_64798	Gene_84680	0	False
Gene_64798	Gene_5662	0	False
Gene_64798	Gene_1959	0	False
Gene_64798	Gene_2145	0	False
Gene_64798	Gene_168002	0	False
Gene_64798	Gene_1215	0	False
Gene_64798	Gene_654	0	False
Gene_64798	Gene_161742	0	False
Gene_64798	Gene_1404	0	False
Gene_64798	Gene_4072	0	False
Gene_23643	Gene_241	0	False
Gene_23643	Gene_7593	0	False
Gene_23643	Gene_53635	0	False
Gene_23643	Gene_2023	0	False
Gene_23643	Gene_3309	0	False
Gene_23643	Gene_5728	0	False
Gene_23643	Gene_51474	0	False
Gene_23643	Gene_1303	0	False
Gene_23643	Gene_51548	0	False
Gene_23643	Gene_968	0	False
Gene_23643	Gene_5201	0	False
Gene_23643	Gene_9365	0	False
Gene_23643	Gene_3487	0	False
Gene_23643	Gene_54900	0	False
Gene_23643	Gene_6351	0	False
Gene_23643	Gene_54165	0	False
Gene_820	Gene_1810	0	False
Gene_820	Gene_2104	0	False
Gene_820	Gene_10480	0	False
Gene_820	Gene_3381	0	False
Gene_820	Gene_6360	0	False
Gene_820	Gene_55743	0	False
Gene_820	Gene_10642	0	False
Gene_820	Gene_64326	0	False
Gene_820	Gene_2852	0	False
Gene_820	Gene_9113	0	False
Gene_820	Gene_4778	0	False
Gene_820	Gene_130399	0	False
Gene_820	Gene_65125	0	False
Gene_820	Gene_2028	0	False
Gene_820	Gene_9425	0	False
Gene_820	Gene_11254	0	False
Gene_3600	Gene_57534	0	False
Gene_3600	Gene_7444	0	False
Gene_3600	Gene_6714	0	False
Gene_3600	Gene_9590	0	False
Gene_3600	Gene_26472	0	False
Gene_3600	Gene_10379	0	False
Gene_3600	Gene_55819	0	False
Gene_3600	Gene_990	0	False
Gene_3600	Gene_658	0	False
Gene_3600	Gene_5590	0	False
Gene_3600	Gene_84166	0	False
Gene_3600	Gene_3276	0	False
Gene_3600	Gene_56616	0	False
Gene_3600	Gene_59272	0	False
Gene_3600	Gene_5591	0	False
Gene_3600	Gene_10544	0	False
Gene_7098	Gene_10206	0	False
Gene_7098	Gene_55054	0	False
Gene_7098	Gene_84680	0	False
Gene_7098	Gene_124872	0	False
Gene_7098	Gene_801	0	False
Gene_7098	Gene_11228	0	False
Gene_7098	Gene_799	0	False
Gene_7098	Gene_685	0	False
Gene_7098	Gene_54474	0	False
Gene_7098	Gene_3694	0	False
Gene_7098	Gene_26229	0	False
Gene_7098	Gene_23705	0	False
Gene_7098	Gene_652	0	False
Gene_7098	Gene_3589	0	False
Gene_7098	Gene_1137	0	False
Gene_7098	Gene_114822	0	False
Gene_3562	Gene_2534	0	False
Gene_3562	Gene_1266	0	False
Gene_3562	Gene_7294	0	False
Gene_3562	Gene_9066	0	False
Gene_3562	Gene_8434	0	False
Gene_3562	Gene_342574	0	False
Gene_3562	Gene_246	0	False
Gene_3562	Gene_55733	0	False
Gene_3562	Gene_4209	0	False
Gene_3562	Gene_1399	0	False
Gene_3562	Gene_5411	0	False
Gene_3562	Gene_115908	0	False
Gene_3562	Gene_1950	0	False
Gene_3562	Gene_4171	0	False
Gene_3562	Gene_1588	0	False
Gene_3562	Gene_146909	0	False
Gene_54888	Gene_4836	0	False
Gene_54888	Gene_5133	0	False
Gene_54888	Gene_8651	0	False
Gene_54888	Gene_9306	0	False
Gene_54888	Gene_8111	0	False
Gene_54888	Gene_104	0	False
Gene_54888	Gene_604	0	False
Gene_54888	Gene_358	0	False
Gene_54888	Gene_10575	0	False
Gene_54888	Gene_4734	0	False
Gene_54888	Gene_2745	0	False
Gene_54888	Gene_2153	0	False
Gene_54888	Gene_9520	0	False
Gene_54888	Gene_139341	0	False
Gene_54888	Gene_25960	0	False
Gene_54888	Gene_5358	0	False
Gene_8467	Gene_977	0	False
Gene_8467	Gene_2273	0	False
Gene_8467	Gene_10257	0	False
Gene_8467	Gene_83743	0	False
Gene_8467	Gene_2157	0	False
Gene_8467	Gene_8835	0	False
Gene_8467	Gene_841	0	False
Gene_8467	Gene_22925	0	False
Gene_8467	Gene_9464	0	False
Gene_8467	Gene_2941	0	False
Gene_8467	Gene_26471	0	False
Gene_8467	Gene_4690	0	False
Gene_8467	Gene_5745	0	False
Gene_8467	Gene_134	0	False
Gene_8467	Gene_667	0	False
Gene_8467	Gene_3756	0	False
Gene_5903	Gene_79767	0	False
Gene_5903	Gene_54828	0	False
Gene_5903	Gene_1788	0	False
Gene_5903	Gene_57823	0	False
Gene_5903	Gene_63978	0	False
Gene_5903	Gene_43	0	False
Gene_5903	Gene_5229	0	False
Gene_5903	Gene_6934	0	False
Gene_5903	Gene_5338	0	False
Gene_5903	Gene_59350	0	False
Gene_5903	Gene_8614	0	False
Gene_5903	Gene_4846	0	False
Gene_5903	Gene_5184	0	False
Gene_5903	Gene_392255	0	False
Gene_5903	Gene_5562	0	False
Gene_5903	Gene_83985	0	False
Gene_2294	Gene_4983	0	False
Gene_2294	Gene_4880	0	False
Gene_2294	Gene_6351	0	False
Gene_2294	Gene_6431	0	False
Gene_2294	Gene_462	0	False
Gene_2294	Gene_168002	0	False
Gene_2294	Gene_80351	0	False
Gene_2294	Gene_3301	0	False
Gene_2294	Gene_2885	0	False
Gene_2294	Gene_65057	0	False
Gene_2294	Gene_1437	0	False
Gene_2294	Gene_23235	0	False
Gene_2294	Gene_54556	0	False
Gene_2294	Gene_306	0	False
Gene_2294	Gene_718	0	False
Gene_2294	Gene_3371	0	False
Gene_64399	Gene_5479	0	False
Gene_64399	Gene_9290	0	False
Gene_64399	Gene_84171	0	False
Gene_64399	Gene_847	0	False
Gene_64399	Gene_6464	0	False
Gene_64399	Gene_114548	0	False
Gene_64399	Gene_5836	0	False
Gene_64399	Gene_55740	0	False
Gene_64399	Gene_123920	0	False
Gene_64399	Gene_10725	0	False
Gene_64399	Gene_163702	0	False
Gene_64399	Gene_9453	0	False
Gene_64399	Gene_6098	0	False
Gene_64399	Gene_4507	0	False
Gene_64399	Gene_87	0	False
Gene_64399	Gene_65009	0	False
Gene_4481	Gene_10657	0	False
Gene_4481	Gene_3316	0	False
Gene_4481	Gene_3611	0	False
Gene_4481	Gene_6282	0	False
Gene_4481	Gene_7465	0	False
Gene_4481	Gene_11059	0	False
Gene_4481	Gene_29888	0	False
Gene_4481	Gene_80781	0	False
Gene_4481	Gene_27173	0	False
Gene_4481	Gene_1368	0	False
Gene_4481	Gene_4690	0	False
Gene_4481	Gene_9794	0	False
Gene_4481	Gene_3670	0	False
Gene_4481	Gene_83939	0	False
Gene_4481	Gene_85458	0	False
Gene_4481	Gene_55124	0	False
Gene_3673	Gene_9971	0	False
Gene_3673	Gene_6772	0	False
Gene_3673	Gene_51592	0	False
Gene_3673	Gene_7023	0	False
Gene_3673	Gene_1601	0	False
Gene_3673	Gene_949	0	False
Gene_3673	Gene_9928	0	False
Gene_3673	Gene_4734	0	False
Gene_3673	Gene_8312	0	False
Gene_3673	Gene_2720	0	False
Gene_3673	Gene_8434	0	False
Gene_3673	Gene_994	0	False
Gene_3673	Gene_286827	0	False
Gene_3673	Gene_7515	0	False
Gene_3673	Gene_716	0	False
Gene_3673	Gene_55332	0	False
Gene_1513	Gene_84515	0	False
Gene_1513	Gene_3309	0	False
Gene_1513	Gene_58495	0	False
Gene_1513	Gene_8200	0	False
Gene_1513	Gene_8792	0	False
Gene_1513	Gene_3156	0	False
Gene_1513	Gene_55733	0	False
Gene_1513	Gene_57863	0	False
Gene_1513	Gene_154	0	False
Gene_1513	Gene_56832	0	False
Gene_1513	Gene_4804	0	False
Gene_1513	Gene_84932	0	False
Gene_1513	Gene_6714	0	False
Gene_1513	Gene_27122	0	False
Gene_1513	Gene_7475	0	False
Gene_1513	Gene_57126	0	False
Gene_5409	Gene_3419	0	False
Gene_5409	Gene_51804	0	False
Gene_5409	Gene_55182	0	False
Gene_5409	Gene_608	0	False
Gene_5409	Gene_10494	0	False
Gene_5409	Gene_4986	0	False
Gene_5409	Gene_558	0	False
Gene_5409	Gene_23299	0	False
Gene_5409	Gene_1292	0	False
Gene_5409	Gene_331	0	False
Gene_5409	Gene_79019	0	False
Gene_5409	Gene_23416	0	False
Gene_5409	Gene_5376	0	False
Gene_5409	Gene_80014	0	False
Gene_5409	Gene_9722	0	False
Gene_5409	Gene_2294	0	False
Gene_384	Gene_64220	0	False
Gene_384	Gene_9453	0	False
Gene_384	Gene_84271	0	False
Gene_384	Gene_7082	0	False
Gene_384	Gene_8796	0	False
Gene_384	Gene_23409	0	False
Gene_384	Gene_51196	0	False
Gene_384	Gene_84061	0	False
Gene_384	Gene_22863	0	False
Gene_384	Gene_11214	0	False
Gene_384	Gene_8828	0	False
Gene_384	Gene_133418	0	False
Gene_384	Gene_607	0	False
Gene_384	Gene_26234	0	False
Gene_384	Gene_27302	0	False
Gene_384	Gene_259266	0	False
Gene_808	Gene_3034	0	False
Gene_808	Gene_7037	0	False
Gene_808	Gene_1810	0	False
Gene_808	Gene_7060	0	False
Gene_808	Gene_54463	0	False
Gene_808	Gene_54778	0	False
Gene_808	Gene_57642	0	False
Gene_808	Gene_139628	0	False
Gene_808	Gene_3203	0	False
Gene_808	Gene_84844	0	False
Gene_808	Gene_1992	0	False
Gene_808	Gene_586	0	False
Gene_808	Gene_4316	0	False
Gene_808	Gene_5925	0	False
Gene_808	Gene_55544	0	False
Gene_808	Gene_51300	0	False
Gene_1278	Gene_6601	0	False
Gene_1278	Gene_9069	0	False
Gene_1278	Gene_2643	0	False
Gene_1278	Gene_11081	0	False
Gene_1278	Gene_26052	0	False
Gene_1278	Gene_4137	0	False
Gene_1278	Gene_51514	0	False
Gene_1278	Gene_6647	0	False
Gene_1278	Gene_7515	0	False
Gene_1278	Gene_6256	0	False
Gene_1278	Gene_58478	0	False
Gene_1278	Gene_1191	0	False
Gene_1278	Gene_3716	0	False
Gene_1278	Gene_10763	0	False
Gene_1278	Gene_7454	0	False
Gene_1278	Gene_7031	0	False
Gene_92345	Gene_23328	0	False
Gene_92345	Gene_29959	0	False
Gene_92345	Gene_2252	0	False
Gene_92345	Gene_7706	0	False
Gene_92345	Gene_4324	0	False
Gene_92345	Gene_3954	0	False
Gene_92345	Gene_7572	0	False
Gene_92345	Gene_9048	0	False
Gene_92345	Gene_2521	0	False
Gene_92345	Gene_84196	0	False
Gene_92345	Gene_113251	0	False
Gene_92345	Gene_7371	0	False
Gene_92345	Gene_8490	0	False
Gene_92345	Gene_968	0	False
Gene_92345	Gene_10209	0	False
Gene_92345	Gene_9321	0	False
Gene_29028	Gene_26524	0	False
Gene_29028	Gene_5291	0	False
Gene_29028	Gene_3090	0	False
Gene_29028	Gene_2735	0	False
Gene_29028	Gene_6046	0	False
Gene_29028	Gene_2173	0	False
Gene_29028	Gene_3916	0	False
Gene_29028	Gene_6415	0	False
Gene_29028	Gene_100506658	0	False
Gene_29028	Gene_1901	0	False
Gene_29028	Gene_10376	0	False
Gene_29028	Gene_134	0	False
Gene_29028	Gene_5307	0	False
Gene_29028	Gene_23314	0	False
Gene_29028	Gene_8516	0	False
Gene_29028	Gene_4128	0	False
Gene_80271	Gene_6711	0	False
Gene_80271	Gene_3486	0	False
Gene_80271	Gene_4599	0	False
Gene_80271	Gene_22933	0	False
Gene_80271	Gene_27244	0	False
Gene_80271	Gene_6502	0	False
Gene_80271	Gene_6358	0	False
Gene_80271	Gene_10788	0	False
Gene_80271	Gene_11060	0	False
Gene_80271	Gene_5008	0	False
Gene_80271	Gene_2255	0	False
Gene_80271	Gene_4879	0	False
Gene_80271	Gene_1029	0	False
Gene_80271	Gene_84525	0	False
Gene_80271	Gene_2146	0	False
Gene_80271	Gene_23192	0	False
Gene_1437	Gene_123920	0	False
Gene_1437	Gene_5376	0	False
Gene_1437	Gene_3290	0	False
Gene_1437	Gene_6446	0	False
Gene_1437	Gene_26018	0	False
Gene_1437	Gene_55612	0	False
Gene_1437	Gene_7306	0	False
Gene_1437	Gene_2877	0	False
Gene_1437	Gene_5792	0	False
Gene_1437	Gene_5592	0	False
Gene_1437	Gene_10788	0	False
Gene_1437	Gene_4016	0	False
Gene_1437	Gene_79039	0	False
Gene_1437	Gene_375790	0	False
Gene_1437	Gene_2852	0	False
Gene_1437	Gene_261726	0	False
Gene_1181	Gene_10211	0	False
Gene_1181	Gene_4983	0	False
Gene_1181	Gene_27244	0	False
Gene_1181	Gene_4836	0	False
Gene_1181	Gene_4204	0	False
Gene_1181	Gene_80014	0	False
Gene_1181	Gene_79094	0	False
Gene_1181	Gene_121643	0	False
Gene_1181	Gene_64236	0	False
Gene_1181	Gene_338557	0	False
Gene_1181	Gene_56916	0	False
Gene_1181	Gene_146225	0	False
Gene_1181	Gene_3099	0	False
Gene_1181	Gene_26085	0	False
Gene_1181	Gene_10262	0	False
Gene_1181	Gene_440822	0	False
Gene_5662	Gene_147409	0	False
Gene_5662	Gene_54474	0	False
Gene_5662	Gene_10869	0	False
Gene_5662	Gene_3169	0	False
Gene_5662	Gene_1894	0	False
Gene_5662	Gene_10987	0	False
Gene_5662	Gene_83743	0	False
Gene_5662	Gene_3459	0	False
Gene_5662	Gene_2817	0	False
Gene_5662	Gene_7082	0	False
Gene_5662	Gene_1674	0	False
Gene_5662	Gene_7019	0	False
Gene_5662	Gene_5411	0	False
Gene_5662	Gene_64780	0	False
Gene_5662	Gene_10970	0	False
Gene_5662	Gene_2637	0	False
Gene_3973	Gene_5218	0	False
Gene_3973	Gene_7297	0	False
Gene_3973	Gene_4084	0	False
Gene_3973	Gene_394	0	False
Gene_3973	Gene_64132	0	False
Gene_3973	Gene_3087	0	False
Gene_3973	Gene_1644	0	False
Gene_3973	Gene_654	0	False
Gene_3973	Gene_2885	0	False
Gene_3973	Gene_1303	0	False
Gene_3973	Gene_1769	0	False
Gene_3973	Gene_11214	0	False
Gene_3973	Gene_4057	0	False
Gene_3973	Gene_51547	0	False
Gene_3973	Gene_55107	0	False
Gene_3973	Gene_3662	0	False
Gene_10630	Gene_138429	0	False
Gene_10630	Gene_54926	0	False
Gene_10630	Gene_148252	0	False
Gene_10630	Gene_8600	0	False
Gene_10630	Gene_9123	0	False
Gene_10630	Gene_8642	0	False
Gene_10630	Gene_57007	0	False
Gene_10630	Gene_51312	0	False
Gene_10630	Gene_94103	0	False
Gene_10630	Gene_3673	0	False
Gene_10630	Gene_2717	0	False
Gene_10630	Gene_84961	0	False
Gene_10630	Gene_90102	0	False
Gene_10630	Gene_9314	0	False
Gene_10630	Gene_27005	0	False
Gene_10630	Gene_7071	0	False
Gene_253260	Gene_1237	0	False
Gene_253260	Gene_5136	0	False
Gene_253260	Gene_9520	0	False
Gene_253260	Gene_84951	0	False
Gene_253260	Gene_6502	0	False
Gene_253260	Gene_3717	0	False
Gene_253260	Gene_126003	0	False
Gene_253260	Gene_5079	0	False
Gene_253260	Gene_1401	0	False
Gene_253260	Gene_51208	0	False
Gene_253260	Gene_6427	0	False
Gene_253260	Gene_8450	0	False
Gene_253260	Gene_159371	0	False
Gene_253260	Gene_1663	0	False
Gene_253260	Gene_161742	0	False
Gene_253260	Gene_2191	0	False
Gene_8846	Gene_25970	0	False
Gene_8846	Gene_55907	0	False
Gene_8846	Gene_151306	0	False
Gene_8846	Gene_2539	0	False
Gene_8846	Gene_1901	0	False
Gene_8846	Gene_1948	0	False
Gene_8846	Gene_150	0	False
Gene_8846	Gene_54106	0	False
Gene_8846	Gene_10203	0	False
Gene_8846	Gene_1959	0	False
Gene_8846	Gene_30846	0	False
Gene_8846	Gene_23543	0	False
Gene_8846	Gene_84171	0	False
Gene_8846	Gene_10509	0	False
Gene_8846	Gene_8452	0	False
Gene_8846	Gene_4324	0	False
Gene_25962	Gene_6035	0	False
Gene_25962	Gene_6385	0	False
Gene_25962	Gene_163702	0	False
Gene_25962	Gene_79801	0	False
Gene_25962	Gene_545	0	False
Gene_25962	Gene_330	0	False
Gene_25962	Gene_8454	0	False
Gene_25962	Gene_10804	0	False
Gene_25962	Gene_3552	0	False
Gene_25962	Gene_8314	0	False
Gene_25962	Gene_5106	0	False
Gene_25962	Gene_3054	0	False
Gene_25962	Gene_8829	0	False
Gene_25962	Gene_208	0	False
Gene_25962	Gene_135	0	False
Gene_25962	Gene_8450	0	False
Gene_6469	Gene_10014	0	False
Gene_6469	Gene_7454	0	False
Gene_6469	Gene_5869	0	False
Gene_6469	Gene_6615	0	False
Gene_6469	Gene_10803	0	False
Gene_6469	Gene_55914	0	False
Gene_6469	Gene_3684	0	False
Gene_6469	Gene_10298	0	False
Gene_6469	Gene_249	0	False
Gene_6469	Gene_4325	0	False
Gene_6469	Gene_6272	0	False
Gene_6469	Gene_30813	0	False
Gene_6469	Gene_6138	0	False
Gene_6469	Gene_5927	0	False
Gene_6469	Gene_5218	0	False
Gene_6469	Gene_8745	0	False
Gene_7345	Gene_9037	0	False
Gene_7345	Gene_25960	0	False
Gene_7345	Gene_57620	0	False
Gene_7345	Gene_7358	0	False
Gene_7345	Gene_80279	0	False
Gene_7345	Gene_655	0	False
Gene_7345	Gene_4154	0	False
Gene_7345	Gene_84961	0	False
Gene_7345	Gene_2838	0	False
Gene_7345	Gene_822	0	False
Gene_7345	Gene_54795	0	False
Gene_7345	Gene_83595	0	False
Gene_7345	Gene_3760	0	False
Gene_7345	Gene_5087	0	False
Gene_7345	Gene_2740	0	False
Gene_7345	Gene_4782	0	False
Gene_4041	Gene_8725	0	False
Gene_4041	Gene_6360	0	False
Gene_4041	Gene_51192	0	False
Gene_4041	Gene_1351	0	False
Gene_4041	Gene_4325	0	False
Gene_4041	Gene_4057	0	False
Gene_4041	Gene_6926	0	False
Gene_4041	Gene_7409	0	False
Gene_4041	Gene_57642	0	False
Gene_4041	Gene_7284	0	False
Gene_4041	Gene_51804	0	False
Gene_4041	Gene_2051	0	False
Gene_4041	Gene_8643	0	False
Gene_4041	Gene_55706	0	False
Gene_4041	Gene_23596	0	False
Gene_4041	Gene_5159	0	False
Gene_7248	Gene_8754	0	False
Gene_7248	Gene_9732	0	False
Gene_7248	Gene_4907	0	False
Gene_7248	Gene_5524	0	False
Gene_7248	Gene_2254	0	False
Gene_7248	Gene_10644	0	False
Gene_7248	Gene_112399	0	False
Gene_7248	Gene_1628	0	False
Gene_7248	Gene_79977	0	False
Gene_7248	Gene_975	0	False
Gene_7248	Gene_4908	0	False
Gene_7248	Gene_6354	0	False
Gene_7248	Gene_7803	0	False
Gene_7248	Gene_10053	0	False
Gene_7248	Gene_2875	0	False
Gene_7248	Gene_960	0	False
Gene_149461	Gene_84432	0	False
Gene_149461	Gene_10641	0	False
Gene_149461	Gene_623	0	False
Gene_149461	Gene_54463	0	False
Gene_149461	Gene_10661	0	False
Gene_149461	Gene_5133	0	False
Gene_149461	Gene_54829	0	False
Gene_149461	Gene_2246	0	False
Gene_149461	Gene_1524	0	False
Gene_149461	Gene_4784	0	False
Gene_149461	Gene_5209	0	False
Gene_149461	Gene_1638	0	False
